YYMMMDD,u0(m),____up(m),sig_u(m)
00OCT14,1104,0.755956,0.002521
00OCT15,1104,0.740748,0.002522
00OCT16,1104,0.765335,0.002516
00OCT17,1104,0.774935,0.002467
00OCT18,1104,0.769109,0.002413
00OCT19,1104,0.813063,0.002624
00OCT20,1104,0.762898,0.002376
00OCT21,1104,0.762351,0.002371
00OCT22,1104,0.767775,0.00247
00OCT23,1104,0.757088,0.002515
00OCT24,1104,0.775368,0.002345
00OCT25,1104,0.758246,0.002425
00OCT26,1104,0.767244,0.002538
00OCT27,1104,0.77375,0.00259
00OCT28,1104,0.759642,0.002414
00OCT29,1104,0.760288,0.002379
00OCT30,1104,0.756468,0.002479
00OCT31,1104,0.760732,0.002459
00NOV01,1104,0.761202,0.002552
00NOV02,1104,0.778996,0.002622
00NOV03,1104,0.767868,0.002581
00NOV04,1104,0.764147,0.002534
00NOV05,1104,0.752551,0.002461
00NOV06,1104,0.750919,0.002598
00NOV07,1104,0.751691,0.002558
00NOV08,1104,0.753794,0.002557
00NOV09,1104,0.742101,0.002577
00NOV10,1104,0.744952,0.002735
00NOV11,1104,0.75672,0.00254
00NOV12,1104,0.744385,0.002533
00NOV13,1104,0.744254,0.002522
00NOV14,1104,0.752233,0.002643
00NOV15,1104,0.748879,0.002507
00NOV16,1104,0.753946,0.002633
00NOV17,1104,0.744626,0.002575
00NOV18,1104,0.755164,0.002501
00NOV19,1104,0.75134,0.002557
00NOV20,1104,0.757716,0.002628
00NOV21,1104,0.758917,0.002711
00NOV22,1104,0.759426,0.002549
00NOV23,1104,0.753437,0.002513
00NOV24,1104,0.751568,0.002621
00NOV25,1104,0.756407,0.002583
00NOV26,1104,0.740361,0.002635
00NOV27,1104,0.763716,0.002524
00NOV28,1104,0.756358,0.002631
00NOV29,1104,0.75681,0.002619
00NOV30,1104,0.747306,0.002584
00DEC01,1104,0.76248,0.002503
00DEC02,1104,0.74954,0.00248
00DEC03,1104,0.757742,0.002498
00DEC04,1104,0.757036,0.002525
00DEC05,1104,0.750787,0.002556
00DEC06,1104,0.747221,0.002628
00DEC07,1104,0.749595,0.002605
00DEC08,1104,0.746993,0.002617
00DEC09,1104,0.753393,0.002595
00DEC10,1104,0.746514,0.002868
00DEC11,1104,0.746425,0.002723
00DEC12,1104,0.749791,0.002565
00DEC13,1104,0.745135,0.002562
00DEC14,1104,0.757242,0.002558
00DEC15,1104,0.752959,0.002593
00DEC16,1104,0.750387,0.002604
00DEC17,1104,0.754637,0.002592
00DEC18,1104,0.750323,0.00257
00DEC19,1104,0.760025,0.002663
00DEC20,1104,0.748431,0.002631
00DEC21,1104,0.739644,0.002566
00DEC22,1104,0.743263,0.00254
00DEC23,1104,0.75094,0.002456
00DEC24,1104,0.750233,0.00253
00DEC25,1104,0.749157,0.002483
00DEC26,1104,0.745694,0.002468
00DEC27,1104,0.751433,0.002504
00DEC28,1104,0.744761,0.002519
00DEC29,1104,0.754647,0.002463
00DEC30,1104,0.747338,0.002451
00DEC31,1104,0.755703,0.002458
1-Jan-01,1104,0.751232,0.002502
1-Jan-02,1104,0.759229,0.002471
1-Jan-03,1104,0.764224,0.002537
1-Jan-04,1104,0.754001,0.002648
1-Jan-05,1104,0.748933,0.002615
1-Jan-06,1104,0.747227,0.002487
1-Jan-07,1104,0.756058,0.00242
1-Jan-08,1104,0.750465,0.002431
1-Jan-09,1104,0.750228,0.002468
1-Jan-10,1104,0.749836,0.002439
1-Jan-11,1104,0.750609,0.002429
1-Jan-12,1104,0.753697,0.002486
1-Jan-13,1104,0.754629,0.002529
1-Jan-14,1104,0.749966,0.002466
1-Jan-15,1104,0.76285,0.002522
1-Jan-16,1104,0.76044,0.002464
1-Jan-17,1104,0.754865,0.002538
1-Jan-18,1104,0.74836,0.002516
1-Jan-19,1104,0.74668,0.002561
1-Jan-20,1104,0.751763,0.002481
1-Jan-21,1104,0.753726,0.00244
1-Jan-22,1104,0.750164,0.002507
1-Jan-23,1104,0.745806,0.002486
1-Jan-24,1104,0.747425,0.002526
1-Jan-25,1104,0.74,0.002487
1-Jan-26,1104,0.760606,0.002488
1-Jan-27,1104,0.754314,0.002489
1-Jan-28,1104,0.762248,0.002495
1-Jan-29,1104,0.751028,0.002488
1-Jan-30,1104,0.750015,0.002469
1-Jan-31,1104,0.752181,0.002502
1-Feb-01,1104,0.756382,0.002459
1-Feb-02,1104,0.754074,0.002527
1-Feb-03,1104,0.757068,0.002534
1-Feb-04,1104,0.750361,0.002443
1-Feb-05,1104,0.754417,0.00254
1-Feb-06,1104,0.755827,0.002522
1-Feb-07,1104,0.756364,0.002447
1-Feb-08,1104,0.761852,0.002474
1-Feb-09,1104,0.744721,0.002493
1-Feb-10,1104,0.75958,0.00258
1-Feb-11,1104,0.772686,0.00254
1-Feb-12,1104,0.752715,0.002663
1-Feb-13,1104,0.762618,0.002493
1-Feb-14,1104,0.743869,0.002413
1-Feb-15,1104,0.752837,0.002575
1-Feb-16,1104,0.739472,0.002484
1-Feb-17,1104,0.753747,0.002574
1-Feb-18,1104,0.749317,0.002551
1-Feb-19,1104,0.757323,0.002493
1-Feb-20,1104,0.750284,0.002565
1-Feb-21,1104,0.754872,0.002531
1-Feb-22,1104,0.764501,0.002453
1-Feb-23,1104,0.755058,0.00257
1-Feb-24,1104,0.745419,0.002623
1-Feb-25,1104,0.7569,0.002631
1-Feb-26,1104,0.749895,0.002617
1-Feb-27,1104,0.745709,0.002511
1-Feb-28,1104,0.738464,0.002544
1-Mar-01,1104,0.744415,0.002633
1-Mar-02,1104,0.74757,0.002641
1-Mar-03,1104,0.733388,0.002503
1-Mar-04,1104,0.749569,0.002601
1-Mar-05,1104,0.745556,0.00261
1-Mar-06,1104,0.743941,0.002512
1-Mar-07,1104,0.753341,0.002443
1-Mar-08,1104,0.748676,0.002534
1-Mar-09,1104,0.732268,0.002527
1-Mar-10,1104,0.739106,0.002612
1-Mar-11,1104,0.740839,0.002532
1-Mar-12,1104,0.736184,0.002497
1-Mar-13,1104,0.748946,0.002479
1-Mar-14,1104,0.743163,0.002502
1-Mar-15,1104,0.743503,0.002412
1-Mar-16,1104,0.747235,0.002599
1-Mar-17,1104,0.744584,0.002622
1-Mar-18,1104,0.749955,0.002494
1-Mar-19,1104,0.756605,0.002464
1-Mar-20,1104,0.759765,0.002533
1-Mar-21,1104,0.744739,0.002469
